Identifier	Character	Dialogue	Filename	Line Number	Ren'Py Script
chapter1_386fffd8		When I open my eyes, I see Iris and Laverna are standing over my bunk.	game/chapter1.rpy	2656	"[what]"
chapter1_2b0521b1	L	Hey, Tallara, you look terrible.	game/chapter1.rpy	2659	L "[what]"
chapter1_b74b9ecd	T	I got hurt. What's your excuse?	game/chapter1.rpy	2661	T "[what]"
chapter1_8448f46e	L	Same old Tallara.	game/chapter1.rpy	2664	L "[what]"
chapter1_70f32477	I	I guess that means he's okay then.	game/chapter1.rpy	2667	I "[what]"
chapter1_7995611c	T	Ow my head! I don't {i}feel{/i} okay.	game/chapter1.rpy	2669	T "[what]"
chapter1_442c2fab	I	Well, if it weren't for you, Tallara, we might not have won that fight with the Ice Wraith.	game/chapter1.rpy	2672	I "[what]"
chapter1_c3c5cf29	T	I didn't do anything.	game/chapter1.rpy	2674	T "[what]"
chapter1_cbdfb10c	I	You did though. Your mana shield took the full impact of the Wraith's magic.	game/chapter1.rpy	2678	I "[what]"
chapter1_8922f245		Magnus walks over.	game/chapter1.rpy	2679	"[what]"
chapter1_49bf8b51	M	I hate to admit it, but your gut reaction to save your own ass accidentally protected Iris and me from the blast. You selfish bastard.	game/chapter1.rpy	2682	M "[what]"
chapter1_ceee6805	T	I told you, I'm a kickass mage.	game/chapter1.rpy	2684	T "[what]"
chapter1_ee63b8a1		I try to sit up. There's such a terrible pain I fall back into the mattress.	game/chapter1.rpy	2686	"[what]"
chapter1_3a23b8a4	M	Stay down, buddy. You took a hell of a fall at the end there.	game/chapter1.rpy	2689	M "[what]"
chapter1_0961558b	T	Does that mean everybody is okay? Where's the girl?	game/chapter1.rpy	2691	T "[what]"
chapter1_75097925	L	Oh Sura? She's okay. She's in the medical bay.	game/chapter1.rpy	2695	L "[what]"
chapter1_9b5feb27	T	Was Ellis in Insigli? Did you find her?	game/chapter1.rpy	2698	T "[what]"
chapter1_d9ad81d0	I	No, intelligence has determined that her radio transmission couldn't have come from Insigli.	game/chapter1.rpy	2701	I "[what]"
chapter1_033d2fed	T	Where did it come from?	game/chapter1.rpy	2704	T "[what]"
chapter1_392a11cb	I	We don't know.	game/chapter1.rpy	2707	I "[what]"
chapter1_4472da6b	T	So that means Ellis is still out there somewhere.	game/chapter1.rpy	2709	T "[what]"
chapter1_d811cdae	I	No matter what, she's out there. I'm sure of it.	game/chapter1.rpy	2712	I "[what]"
chapter1_3458b6c5	L	Hey, you try to get some rest. We'll be around if you need anything.	game/chapter1.rpy	2715	L "[what]"
chapter1_c29949f8		I thank Iris and Laverna and they head back to their bunks.	game/chapter1.rpy	2716	"[what]"
chapter1_cd810861	M	Alright, let's get you two boys tucked in.	game/chapter1.rpy	2720	M "[what]"
chapter1_726e67e7	T	What?	game/chapter1.rpy	2722	T "[what]"
chapter1_bcc90b83		I turn to my side and notice the person in the bunk next to mine.	game/chapter1.rpy	2723	"[what]"
chapter1_f795fbe7	T	Bentis, I'd never thought I'd be happy to see you.	game/chapter1.rpy	2725	T "[what]"
chapter1_3ecf5e70		Bentis' eyes open when he hears his name.	game/chapter1.rpy	2726	"[what]"
chapter1_1c5c2eb9		He looks like he's about to speak, but instead...	game/chapter1.rpy	2727	"[what]"
chapter1_43f52059	B	Ahhhh hahah ha ha ha!	game/chapter1.rpy	2730	B "[what]"
chapter1_426982e9		What the flying fuck?	game/chapter1.rpy	2732	"[what]"
chapter1_91bd1255	B	Let me out! Ha ha ha!	game/chapter1.rpy	2734	B "[what]"
chapter1_2a144c3d		He sits straight up. His arms and legs are chained to the bed.	game/chapter1.rpy	2735	"[what]"
chapter1_c4d8a6d4	M	Woah, buddy.	game/chapter1.rpy	2737	M "[what]"
chapter1_2b294a87		Magnus tries to calm him down.	game/chapter1.rpy	2738	"[what]"
chapter1_da8b25dd	B	Let me out! Release me! Release me!	game/chapter1.rpy	2740	B "[what]"
chapter1_2a637f66	T	What's wrong with him?	game/chapter1.rpy	2742	T "[what]"
chapter1_7602a030	M	He's not supposed to be awake! The doctor said he'd be under for the rest of the night.	game/chapter1.rpy	2744	M "[what]"
chapter1_f6db62af	B	Let me out LET ME OUT! He is coming! The darkness has come for me!	game/chapter1.rpy	2746	B "[what]"
chapter1_7423bd96	M	Help me!	game/chapter1.rpy	2748	M "[what]"
chapter1_c1197d4d		Iris rushes in to assist. Magnus holds him down while she tightens the restraints.	game/chapter1.rpy	2749	"[what]"
chapter1_a23688b5		He turns and seems to notice me for the first time.	game/chapter1.rpy	2750	"[what]"
chapter1_ad0f208d	B	Tallara! Fool Tallara! You brought it here! Ha ha ha hahaha!	game/chapter1.rpy	2752	B "[what]"
chapter1_f33396bd	B	All you had to do was leave it and the Shuvur were doomed!	game/chapter1.rpy	2754	B "[what]"
chapter1_7f1709cc		Bentis laughs maniacally in the bed beside me.	game/chapter1.rpy	2755	"[what]"
chapter1_1968f3cb		What the hell is going on?	game/chapter1.rpy	2756	"[what]"
